userName,score,content,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Ekowisnu Prabowo,5,andalan di setiap kebutuhan,e6ca0fcf-5542-45fd-9153-5e08d5928d8c,https://play-lh.googleusercontent.com/a-/ALV-UjWubuBxsRFPinVHebF26DB_Fe_r8_DKNFKbOwHpbRDTUabCCjpM,0.0,3.47.39,2025-04-08 02:01:43,"Hai kak, makasih bgt komentar dan bintangnya. Aku seneng deh kalo Shopee bisa membantu kamu  Semoga Shopee selalu bisa kasih pengalaman belanja terbaik utk kamuuu. Klo ada pertanyaan terkait Shopee jangan sungkan DM Aku di @Shopee_id / @Shopeecare ya, sehat selalu ^AU",2025-04-08 03:13:22,3.47.39
Sesa,4,"ini shopee lgi kenapa yah? setiap buka aplikasi nya, beberapa menit kemudian hp saya ngeleg layar nya gk bisa diapa apain harus dimatikan ulang.kadang sampai gk bisa dimatiin sama sekali hp ny sampai berjam jam.tolong ya diperbaiki lgi, karena ngeleg kya gini setiap buka aplikasi shopee aja,sedangkan aplikasi yg lainnya gk kya gini",94c33efd-0bb5-4158-9442-347a8ab6e9ef,https://play-lh.googleusercontent.com/a/ACg8ocIdZ-D5VujGS47fCijTENl1jitiktCz37qv5hTzVHZaEPRWzw=mo,0.0,,2025-04-08 02:00:38,"Hi Kak Sesa  , maaf bgt ya buat kamu resah terkait kendala aplikasimu. Aku saranin Kakak bisa lakukan clear chace dg cara masuk ke Akun Shopee > menu ""Saya"" > ""Pengaturan Akun"" > ""Tentang"" > ""Hapus Cache"". Klo masih terkendala mohon hubungi kami dg memberikan screenshot review ini DM ke Social Media kita @Shopee_id / @Shopeecare ya^AU",2025-04-08 03:12:53,
Asep Arman,5,"terbantu bgt sih belanja disini jarang mengecewakan tapii ongkir ke kab Karanganyar jangan mahal2 dong,, harga barang murah tapi mahal di ongkir",a4d67c8f-ae3e-407b-a7aa-2d8328671712,https://play-lh.googleusercontent.com/a-/ALV-UjW4oZeHidLp_UB06AVGRcX6UI0aWmMhLRF0KJzJVwgfOEdWyBko,0.0,,2025-04-08 02:00:28,"Hai kak, makasih bgt komentar dan bintangnya. Aku seneng deh kalo Shopee bisa membantu kamu  Semoga Shopee selalu bisa kasih pengalaman belanja terbaik utk kamu, terkait ongkir tergantung jarak toko dan berat pesanan . Klo ada pertanyaan terkait Shopee jangan sungkan DM Aku di @Shopee_id / @Shopeecare ya, sehat selalu ^AU",2025-04-08 03:12:17,
Annisa Fitri,3,plcc ko mau pesen barang apapun ga bisa COD si? Shopee nya error? kalo iya tolong di perbaiki,218bfc80-020e-4418-b0eb-ebbc3eb12909,https://play-lh.googleusercontent.com/a-/ALV-UjXxtL4srWmXzOnvlknEpb2wheahP4jdjSiSaTu3L79i4Ux1zYkySQ,0.0,,2025-04-08 02:00:27,"Haii kak, maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , SS kendala dan detail kendala kakak boleh colek Aku di DM @Shopee_id / @Shopeecare ya kak. Dtunggu ^AU",2025-04-08 03:10:41,
Andy Kurnia,4,"tempat belanja online yg nyaman,tp untuk toko2 yg jual barang kw atau toko yg ngirim tdk sesuai foto dan deskripsi harap dikasih peringatan",95efe38e-dd5b-4093-8c61-c70118299a80,https://play-lh.googleusercontent.com/a/ACg8ocJEPkncjcsNPEg08IyylC8nHIubmxH7YbL4xxUent3ypaSSBw=mo,0.0,3.47.39,2025-04-08 02:00:06,,,3.47.39
Buraza Bacehoku,1,"sekarang shopee sudah menjadi aplikasi kapitalis, login saja dipersusah terutama untuk pengguna hp entry level lawas ram 2, login akun wajib verifikasi, dan hanya disediakan verifikasi melalui wajah saja dan saat verifikasinya berhasilpun akun tetap belum login karena terlalu berat untuk melakukan multitasking seperti hal diatas. kalau begitu mending sekalian buat shopee tidak kompatibel dengan hp ram 2 saja di playstore percuma bisa instal tapi tidak bisa login.",f239a6e4-245b-4f2e-bbcd-9d4f0ceabdc7,https://play-lh.googleusercontent.com/a-/ALV-UjWKmpX4ShgQVhWwE9cgBi_81LLZncY_WoESPzLadii_q0g3uY2O,59.0,3.47.39,2025-04-08 01:52:52,,,3.47.39
Sweet 13,5,belanja di shopee asik. semoga di tingkatkan lg kenyamanan dan keamanan bagi konsumen....yg belanja di shopee....,e60ca202-7459-4485-8f77-65e7b91d5258,https://play-lh.googleusercontent.com/a/ACg8ocIyzg680_u1JWCK3Rq-IANfAxxh6p-CAwCZBBvSwCZrpgW6wA=mo,0.0,3.35.31,2025-04-08 01:51:02,"Hi Kak Sweet 13, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan/kendala terkait Shopee jangan sungkan DM ke IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu kak ^VL",2025-04-08 02:35:49,3.35.31
Dewiii Sulistyowati,3,KENAPAA SALDO SHOOPE PAY NYA LEBIH TAPI GABISA DI PAKEEEE😔😔💔🌹,12a0f17c-f1d9-4c84-859a-350049f080b7,https://play-lh.googleusercontent.com/a/ACg8ocKOIs85GU1Avu-CDNUY0Ou56ArI2icekykWbILLHTQzojJaMQ=mo,1.0,3.46.37,2025-04-08 01:47:38,"Hii kak Dewiii Sulistyowati, maaf ya kak udah bikin ga nyaman. Terkait kendala kakak yuk segera infoin aku SS kendala dan detail kendala kakak ke IG DM @Shopee_id / @Shopeecare_id. Aku tunggu^VL",2025-04-08 02:31:54,3.46.37
Anichan Kawai,4,keren lumayan tapi menurut ku bestt👌👌👌👌👌💕,e4d18747-ddeb-4708-a37f-789f44767610,https://play-lh.googleusercontent.com/a-/ALV-UjVq9RZ3-K1lADLLcSpZCqqlvF6k-bwAGBVbNqnjqwhgoPMQEZ8,0.0,3.47.39,2025-04-08 01:47:19,"Wuiihhh makasih banyak review dan bintangnya kak Anichan Kawai, aku tambah seneng bgt nih klo bintangnya bertambah. Klo kakak ada pertanyaan, bisa DM aku di IG @Shopee_id / @Shopeecare_id ya. Sehat selalu yaa ^VL",2025-04-08 02:27:10,3.47.39
Endin Nurdiana,5,sangat puas sekali,49f97c75-a23e-4189-8e16-8ea354327a43,https://play-lh.googleusercontent.com/a-/ALV-UjUH4vt9-y20PSt2usW0IbCGzrmdqc_OqbHagtY0H4plQ29FvKky,0.0,3.29.24,2025-04-08 01:46:13,"Yuhuu mantulll, aku ikut seneng kalau kakak puas belanja di Shopee, makasih yaw kak Endin Nurdiana untuk bintang 5 nyaa. moga Shopee bisa selalu jadi tempat belanja yang terpercaya jd kamu makin nyaman menggunakan aplikasinya hihi. kalo ada pertnyaan boleh lgsg ke DM IG @Shopee_id / @Shopeecare_id ya, sehat selalu ^VL",2025-04-08 02:26:40,3.29.24
Idris Syamsiar,5,"sayang payletter saya tidak dapat digunakan, tolong management shopee paylatter saya difungsikan",9d272d31-67e4-4652-ba24-6379bfac2cb1,https://play-lh.googleusercontent.com/a/ACg8ocKHINWPLGHJ5Sod32aL37NFmcAdMvDxqrErlcivQBfiXivZcA=mo,0.0,,2025-04-08 01:45:32,"Hii kak Idris Syamsiar, maaf ya kak udah bikin ga nyaman. Terkait kendala kakak yuk segera infoin aku username, SS kendala dan detail kendala kakak ke IG DM @Shopee_id / @Shopeecare_id. Aku tunggu^VL",2025-04-08 02:26:07,
Jasmin SS,5,Terimakasih shopee The best buat mu,f2707904-065d-44be-a60c-2fbde5aa8843,https://play-lh.googleusercontent.com/a/ACg8ocISzUR1wC5m5QzZV6k5uj7hjlQvGeiN8trUPJ-FBaRJHsy9yg=mo,0.0,3.47.39,2025-04-08 01:43:45,"Hi Kak Jasmin SS, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan/kendala terkait Shopee jangan sungkan DM ke IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu kak ^VL",2025-04-08 02:20:39,3.47.39
ANTARIKZSA RECORD,5,"The Best.👍👍 Saya suka Shopee yg sekarang. Tidak ribet seperti dulu. Untuk Paylater dll mudah diproses. Tolong pertahankan. Saran saya, untuk Toko2 yg gk jelas dan niat menipu, hapus saja dari Shopee. Biar nama Shopee tdk tercemar krn ulah orang2 yg tdk bertanggung jawab. Terimakasih.🙏",7822edf8-f6ca-4791-9f56-2322d4203837,https://play-lh.googleusercontent.com/a-/ALV-UjWy3Z8c0pClSmONLjgH8XMS6wdBodndnD_Z6_DWpnJooQhAvyqL,0.0,3.47.39,2025-04-08 01:41:52,"Hii kak ANTARIKZSA RECORD, makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @ShopeeID/@Shopeecare. Stay safe ^XK",2025-04-03 18:14:19,3.47.39
dede priyadi,4,Jasa pengiriman nya ga bisa milih. Malah bikin kesel,e8355be5-b6a0-4cab-9138-d53b8b2cf421,https://play-lh.googleusercontent.com/a/ACg8ocIeecCjRp02l9Ahgl4f1McKNRREISZvsw4oNZNS9Hkz3wAlYA=mo,0.0,3.45.60,2025-04-08 01:41:21,"Hii kak dede priyadi, maaf ya kak udah bikin ga nyaman. Terkait kendala kakak yuk segera infoin aku username, no. pesanan, SS kendala dan detail kendala kakak ke IG DM @Shopee_id / @Shopeecare_id. Aku tunggu^VL",2025-04-08 02:25:21,3.45.60
Cigarogol Hp,5,apk ini bisa mengurangi ongkir yg begitu mahal,ff236a0a-df21-499a-baf5-c8b5c54b5611,https://play-lh.googleusercontent.com/a/ACg8ocL48ZgjSF8TM6VdKXj_4-hLhoORRtEQs1NOR51jMPbmE-9j4Q=mo,0.0,,2025-04-08 01:40:59,"Hi Kak Cigarogol, maaf ya udh buat gk nyaman terkait biaya ongkir. aku infoin utk perhitungan ongkos kirim Shopee membebankan tarif pengiriman berdasarkan jenis layanan yg dipilih, lokasi yg dituju & berat paket yg terhitung. Klo ada pertanyaan terkait Shopee jgn sungkan DM mimin di IG @Shopee_id / @Shopeecare_id, sehat selalu ^VL",2025-04-08 02:23:58,
Nur Aisyah,5,thanks you shopee,2090d559-24d9-462b-8d23-9635dc2341cf,https://play-lh.googleusercontent.com/a/ACg8ocL2ld4e5EXvuMH-QCs0jvk7goUsG91cQpimrPnVDt5hRVg-iA=mo,0.0,3.31.18,2025-04-08 01:40:36,"Hi Kak Nur Aisyah, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan/kendala terkait Shopee jangan sungkan DM ke IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu kak ^VL",2025-04-08 02:22:12,3.31.18
nagato,1,"semenjak j&t tidak lagi bekerja sama dengan shopee saya dan keluarga memutuskan untuk tidak belanja apapun lagi di toko oren ini, pwih",5cfc0476-5b35-4a22-b09f-72a2f5ca1fb3,https://play-lh.googleusercontent.com/a-/ALV-UjW4HSxzkKcw_HOiz0-MRL7t64b2U1d2upIpXmHIVs1S8a2dBBwb,0.0,,2025-04-08 01:40:00,,,
Nining Yuhardani,1,"Sekelas CS PLATINUM left chat gitu aja padahal aku blm.kelar ngetik, dan itu blm lama. minum attitude",62dc391d-8692-4ad9-b425-5c7b4bdf459f,https://play-lh.googleusercontent.com/a/ACg8ocJcHauJZ9Vl3WFy2FhcAQcqBJQLee7qQ0kqX_HFfTgHoxI6Cg=mo,0.0,,2025-04-08 01:37:55,"Hai kak Nining Yuhardani, maaf buat ketidaknyamanannya. Terkait feedback dari kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kami berusaha agar para pengguna nyaman menggunakan shopee. Kalo ada pertanyaan, langsung hubungi aku via DM @Shopee_id / @ShopeeCare ya. Sehat selalu ^CJ",2025-04-08 02:50:07,
Juan Mukri,1,Tolong dong jangan muncul iklan Mulu setiap lgi ngegame tiba tiba masuk ke aplikasi Shope toklo apa ya kencleng tolong lah su,c7c80500-30d9-4daf-a563-2c1cd635335d,https://play-lh.googleusercontent.com/a/ACg8ocIXFjxTZ77E3fN8o4dPaDgtE-bVXnFII66l8ksStsLUx7Dlmg=mo,0.0,3.47.39,2025-04-08 01:37:09,"Hi kak Juan Mukri, mohon maaf ya kak atas ketidaknyamanannya terkait iklan Shopee. Aku infoin bahwa adanya iklan bertujuan agar pengguna mengetahui promo yang sedang berjalan di Shopee ya kak. Jika kakak ada kendala atau pertanyaan terkait Shopee boleh infoin detail kendala melalui DM ke Sosmed @Shopee_id/@Shopeecare ya. Sehat selalu kak ^CJ",2025-04-08 02:48:17,3.47.39
M. N. Haq B.,3,Semenjak 1 April dengan dikabarkannya pemutusan kerjasama Shopee dengan J&t. Pengiriman paket jadi molor terus😌.,1098bb0e-5a76-4efa-8397-c00c597929b0,https://play-lh.googleusercontent.com/a-/ALV-UjVocexjpeXam08aKwYmMtyFffMPD4TGpk8m_Bmmn9-vcQ_NqVDmTA,0.0,,2025-04-08 01:32:34,"Hi kak M. N. Haq B, maaf ya udah bikin kakak ga nyaman terkait pengiriman yg lama. Terkait kendala kakak aku saranin kakak bisa hubungi aku via DM @Shopee_id / @ShopeeCare. Aku tunggu ^CJ",2025-04-08 02:36:51,
yonotok73 official,2,"jasa kirim mulai lambat, malah lewat estimasi, waduhhh🤑",817b401b-e9af-4515-a376-a9cc592545ad,https://play-lh.googleusercontent.com/a-/ALV-UjUFhBb1ybkJHDCWxXj5ppvQEiPriTk42T9oVp7Dno_NnXe94s1VRA,0.0,3.47.39,2025-04-08 01:30:36,"Hi kak yonotok73 official, maaf ya udah bikin kakak ga nyaman terkait pengiriman yg lama. Mohon kesediaan kakak menunggu pesanan sesuai dengan estimasi yg diinfokan ya kak. Agar aku bs bantu lebih lanjut, boleh infoin username dan no pesanan via DM @Shopee_id / @ShopeeCare. Aku tunggu ^CJ",2025-04-08 02:35:22,3.47.39
Mahmud Alfret Silla,5,Shopee yg terbaik🥰,d79386ca-052b-4252-98dd-e83f3e7bc708,https://play-lh.googleusercontent.com/a-/ALV-UjV1wuBgfgCZLGLTos-AZrs5_xHqOlO72gHezCHJuK3O9-1NW1I,0.0,3.47.39,2025-04-08 01:30:33,"Hi kak Mahmud Alfret Silla, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 02:34:31,3.47.39
M Ali Za,1,"benci bgt, padahal udh ajukan pembatalah produk dari jauh hari tapi pembatalan produknya di tolak, dan produknya tetap di kirim. nanti kalau barangnya gk kita bayar baru dia nanya, kenapa kita gk mau bayar. padahal udh dari jauh hari sebelum barang di kirim udh ajukan penolakan, ttp juga barangnya dikirim.",cd9269ee-0fd5-4aea-bf76-233303e4573a,https://play-lh.googleusercontent.com/a/ACg8ocKb_spl38ZL1cPCyYw-HqtwAdQxJDqHr-w2-pCCBKX6OREhsA=mo,36.0,3.47.39,2025-04-08 01:30:10,"Hi kak M Ali Za, maaf buat ketidaknyamanannya terkait pembatalan pesanan. Agar aku bs bantu lebih lanjut, boleh infoin detail kendala, username dan no pesanan via DM @Shopee_id / @ShopeeCare. Aku tunggu ^CJ",2025-04-08 02:33:57,3.47.39
rahmat mars,1,"sangat menganggu, selalu muncul iklan",d9e51589-a4c3-4155-8988-adfc32a24f8e,https://play-lh.googleusercontent.com/a-/ALV-UjVDDLgkOEEN1zGWOZ1i4RtIr1GtY55Gq7qtK3j9JW1ksFN7dUnn,0.0,,2025-04-08 01:29:37,"Hi kak rahmat mars, mohon maaf ya kak atas ketidaknyamanannya terkait iklan Shopee. Aku infoin bahwa adanya iklan bertujuan agar pengguna mengetahui promo yang sedang berjalan di Shopee ya kak. Jika kakak ada kendala atau pertanyaan terkait Shopee boleh infoin detail kendala melalui DM ke Sosmed @Shopee_id/@Shopeecare ya. Sehat selalu kak ^CJ",2025-04-08 02:32:05,
d out,1,masih satu kabupaten juga ga ada gratis ongkir. uninstall dulu,d5bebf49-7496-4923-a8ee-b6f29bac3d11,https://play-lh.googleusercontent.com/a-/ALV-UjUhqftoYLwP518lOtBK0pOhc1ILse2Jp0pmWYPxq5WXCvN_wvI2pg,0.0,,2025-04-08 01:29:17,"Hi kak, maaf ya kak buat ketidaknyamanannya. Terkait kendala kakak aku saranin kakak bisa hubungi aku melalui DM ke Social Media @Shopee_id / @Shopeecare ya. Aku tunggu ^CJ",2025-04-08 02:31:20,
Eko Sumarjo,5,pengiriman paket sangat cepatt,38c0268f-a61c-44ad-8e81-8573bc52b959,https://play-lh.googleusercontent.com/a/ACg8ocLXLZYIvrG3Ta7STEAHIAoa7tYmHNYs4f5PPyZRSvQdFQPCww=mo,0.0,3.47.39,2025-04-08 01:29:00,"Hi kak Eko Sumarjo, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 02:29:52,3.47.39
Dimas,5,bagusss aplikasi nya sering sering kasih diskon yaaaw,9b223a95-0624-4cdd-b05a-d7469459c87f,https://play-lh.googleusercontent.com/a/ACg8ocJz5F2ybzm7UIJkG9bwb8RAlp54e3H4iBfDgBntPZVgeBRTJA=mo,0.0,3.47.39,2025-04-08 01:27:40,"Hi kak Dimas, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 02:45:38,3.47.39
Halasan Siagian,1,"apk apa ini, kita pakai spaylater jatuh tempo aja belom sudah di spam telpon mulu.. apk abal abal ini mah",b51e5736-cb10-46bd-adc9-643933c80bea,https://play-lh.googleusercontent.com/a-/ALV-UjVtMD_3f60M2fYBlnxKPjBuIgy1Vh0uGY6uh3LnIhw5b8Cd-uuHXQ,0.0,3.47.39,2025-04-08 01:25:18,"Hai kak Halasan Siagian, maaf udh bikin resah terkait kendala km mengenai proses penagihan dr Tim Shopee. Aku infoin jika km terlambat membayar tagihan km akan dikenakan: biaya keterlambatan 5% per bulan dr seluruh total tagihan km. Jika kakak masih terganggu dengan proses penagihan kakak bisa DM Sosmed kita @Shopee_id/@Shopeecare. Sehat selalu ^CJ",2025-04-08 02:41:04,3.47.39
Devi Aulia Aulia,5,Sangat lengkap,620fea10-9919-4c13-af68-a1383bef925e,https://play-lh.googleusercontent.com/a-/ALV-UjVrfchdaRVyWXLOKe_yihVda1_hQY4SV8i7x5P2JctVlJh1Ww4x,0.0,3.11.06,2025-04-08 01:25:05,Hai kak Devi Aulia Aulia. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 02:07:43,3.11.06
Ayank Cemplon,5,Puas banget dan slalu belanja di toko ini terus cuma g pernah dikasih shopeelatternya,b683756c-f846-430b-b4f1-6876c9e5f0f3,https://play-lh.googleusercontent.com/a/ACg8ocK1RU9a4KTFAUlNJ65mYul5OJlBlVM2Kf8B21cYGRNxUyaYng=mo,0.0,3.47.39,2025-04-08 01:23:01,"Hi kak Ayank Cemplon , maaf ya udah buat kecewa. Shopee selalu memberikan pelayanan yg terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan kendalanya, kakak bisa infoin ke aku username dan ss halaman spaylater kamu di DM @Shopee_id / @shopeecare_id ditunggu ya kak, Sehat selalu ^CP",2025-04-08 02:10:35,3.47.39
Saepuloh Saepul,4,mantaap lah,87f656fe-db10-4a55-a0bb-6596681a2424,https://play-lh.googleusercontent.com/a/ACg8ocIVAx04aTVZTdKkRIs17bJ-zT0-mbtgUBS4whsWo9JwEllGkg=mo,0.0,,2025-04-08 01:22:36,"Hi kak Saepuloh Saepul, makasih banget ya kak untuk bintang dan reviewnya. aku seneng deh kalau kamu suka belanja di Shopee. Supaya aku semangat boleh dong tambahin bintangnya. Oiya, jangan lupa pantau terus sosmed resmi Shopee buat update terbarunya ya kak. Kalo ada kendala boleh colek aku ke DM IG @shopeecare_id Sehat selalu ^CP",2025-04-08 02:09:34,
Komang Kariada,5,Shopee is The Best,cd36e560-83d8-4a05-9b7a-f6b061a0c6e7,https://play-lh.googleusercontent.com/a-/ALV-UjWLPDUzqBQAOMLXP8cG7LUPOZJNxDPzwmi8WDMSy4EQu5zPlGI,0.0,3.47.39,2025-04-08 01:19:03,Hai kak Komang Kariada. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 02:08:14,3.47.39
Gatok Majenang,1,he admin shopee saya minta tolong jangan tayangkan video2 cewek montok ini jualan apa ajang pamer body sih,a0ea0d5e-08d7-473f-8d5b-bb8ffa7e6aaf,https://play-lh.googleusercontent.com/a/ACg8ocI7f_NhngAXZQQ1pVPw_JL8UmvCYwO2p5cABhodFTN1TGOoCg=mo,0.0,,2025-04-08 01:18:59,,,
Sandra Rumagit,5,yg sangat di sukai saya bli sekarang bayar nanti.makasih Shopee.👍,d98de6a1-ff46-4461-ad51-4e7ac324f706,https://play-lh.googleusercontent.com/a/ACg8ocK5iLXRurDROfbeqRChDRKqkZu27U9DpwVZOFazglQba5Qwjg=mo,0.0,3.46.37,2025-04-08 01:16:18,Hai kak Sandra Rumagit. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 02:17:31,3.46.37
Mersi Aja,4,Coba dulu,3009b4f2-4b5f-47fd-8040-49c1d405fb30,https://play-lh.googleusercontent.com/a/ACg8ocJnmAYpm_OdRyBAE5jGCxz5LwNv5NursvMENlDHQNv_GZycSg=mo,0.0,3.09.20,2025-04-08 01:14:11,"Hi kak Mersi Aja, makasih banget ya kak untuk bintang dan reviewnya. aku seneng deh kalau kamu suka belanja di Shopee. Supaya aku semangat boleh dong tambahin bintangnya. Oiya, jangan lupa pantau terus sosmed resmi Shopee buat update terbarunya ya kak. Kalo ada kendala boleh colek aku ke DM IG @shopeecare_id Sehat selalu ^CP",2025-04-08 02:16:56,3.09.20
Yudi Ista,4,kalau bisa harganya yang kompetitif dibandingkan toko sebelah min 👍👍👍,098dbbad-2a51-4f5e-87a4-b74c29fc7350,https://play-lh.googleusercontent.com/a-/ALV-UjX7nXoopvTejoYKRJoOHIt0T9fsg5KqJ3LkwX6nxzk8lJaquRAz,0.0,3.44.17,2025-04-08 01:11:46,,,3.44.17
Imbran Harikadua,5,"shopee memang mantap,best memang",f1b3868d-8b3c-471c-b090-677208150670,https://play-lh.googleusercontent.com/a/ACg8ocLI2Ve4vJCsUD-32P3FVNToaa-7WxacMBq2CDRPUxvjGdfp8Q=mo,0.0,,2025-04-08 01:11:11,Hai kak Imbran Harikadua. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 02:15:48,
Yana Suryana,4,pelayanan cukup bagus,2960dd19-88f5-4a96-907c-b9b1f7c1334c,https://play-lh.googleusercontent.com/a/ACg8ocKGxvOzR55XFxQsqr1pgbWG2bJwYPy3x7JYQ57CyntX_IQz8Q=mo,0.0,3.47.39,2025-04-08 01:10:38,"Hi kak Yana Suryana, makasih banget ya kak untuk bintang dan reviewnya. aku seneng deh kalau kamu suka belanja di Shopee. Supaya aku semangat boleh dong tambahin bintangnya. Oiya, jangan lupa pantau terus sosmed resmi Shopee buat update terbarunya ya kak. Kalo ada kendala boleh colek aku ke DM IG @shopeecare_id Sehat selalu ^CP",2025-04-08 02:12:51,3.47.39
neord valentine,1,"sekarang shope konyol, emg fitur mkin bagus, aplikasi mkin bagus, tpi klo bikin kesusahan pengguna nya buat apa? gua kira ngelag waktu buka aplikasi shope mungkin karna hp gua, tpi ternyata waktu ngomong ke tmn² gua, ga cuma gua doang, mreka juga, bahkan ada yg panas hp mreka smpe neken opsi di shope aja delay lama, its annoying kan?, mohon lah perbaiki, permudah kami² ini para pembeli",251569f3-e313-4c74-a75e-325893e95be7,https://play-lh.googleusercontent.com/a/ACg8ocLLnC30TVhNA0cKmUhDGI07G4AuQoph2XvL9CsGbH1F_BHTDw=mo,0.0,,2025-04-08 01:09:00,"Hai kak neord valentine, maaf ya udh bikin ga nyaman, aku sarankan buat clear cache apk, lalu log out dan log in kembali ya. Pastikan koneksi jaringan stabil dan apk sudah versi terbaru. Di coba secara berkala dalam waktu 1x24 jam ya kak. Jika masih ada kendala bisa lgsg hubungi aku di IG @Shopee_id / @Shopeecare_id ya kak. sehat selalu ^CP",2025-04-08 02:21:47,
